CRASH_CARRIER_ID	CRASH_ID	CARRIER_SOURCE_CODE	CRASH_CARRIER_NAME	CRASH_CARRIER_STREET	CRASH_CARRIER_CITY	CRASH_CARRIER_CITY_CODE	CRASH_CARRIER_STATE	CRASH_CARRIER_ZIP_CODE	CRASH_COLONIA	PREFIX	DOCKET_NUMBER	CRASH_CARRIER_INTERSTATE	NO_ID_FLAG	STATE_NUMBER	STATE_ISSUING_NUMBER
3743720	3743723		URSA MAJOR CORPORATION	6925 S 6TH STREET SUITE 100	OAK CREEK		WI	53154			423796	Y	0		
3743721	3743724		MABE TRUCKING CO INC	1603 MILL AVE	EDEN		NC	27288			222306	Y	0		
3743722	3743725		RELIANCE TRANSPORTATION INC	717 21ST STREET NORTH	FARGO		ND	58102			150261	Y	0		
3743723	3743726		HASTINGS CO-OPERATIVE CREAMERY CO	1701 VERMILLION ST	HASTINGS		MN	55033-3164				Y	0		
3743724	3743727		DANCO LTD	6958 RIVER ROAD SE	CLEAR LAKE		MN	55319			603285	Y	0		
3743725	3743728		SUBURBAN WASTE MN LLC	7111 WEST 126TH AVE	SAVAGE		MN	55378				N	0		
3743726	3743729		H O WOLDING INC	9642 WESTERN WAY	AMHERST		WI	54406			142310	Y	0		
3743727	3743730		SECOND HARVEST HEARTLAND	1140 GERVAIS AVE	MAPLEWOOD		MN	55109				Y	0		
3743728	3743731		KIVI BROS TRUCKING INC	5739 OLD HWY 61	DULUTH		MN	55810			286915	Y	0		
3743729	3743732		ROADMASTER FREIGHT SYSTEMS LTD	13941 AIRPORT ROAD	CALEDON		ON	L7C 2X6			589300	Y	0		
3743730	3743733		CONVENIENCE TRANSPORTATION LLC	2202 KWIK TRIP WAY	LA CROSSE		WI	54602-2347			347275	Y	0		
3743731	3743734		MINNESOTA DEPARTMENT OF TRANSPORTATION	6000 MINNEHAHA AVE	ST PAUL		MN	55111				X	0		
3743732	3743735		RUAN LOGISTICS CORPORATION	666 GRAND AVENUE	DES MOINES		IA	50309			583366	Y	0		
3743733	3743736		RANDS TRUCKING INC	W8527 GOKEY RD	LADYSMITH		WI	54848			167498	Y	0		
3743734	3743737		TAYLOR TRUCK LINE INC	801 HWY 3 N	NORTHFIELD		MN	55057			182377	Y	0		
3743735	3743738		MINNESOTA DEPARTMENT OF TRANSPORTATION	6000 MINNEHAHA AVE	ST PAUL		MN	55111				X	0		
3743736	3743739		FEDEX GROUND PACKAGE SYSTEM INC	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
3743737	3743740		P & B TRANSPORTATION INC	1807 REVERE DR	BISMARCK		ND	58501			302954	Y	0		
3743738	3743741		CRST EXPEDITED INC	3930 16TH AVE S W	CEDAR RAPIDS		IA	52406			114273	Y	0		
3743739	3743742		RELIANCE TRANSPORTATION INC	717 21ST STREET NORTH	FARGO		ND	58102			150261	Y	0		
3743740	3743743		DIRECT TRANSPORT LTD	460 7TH AVE NE	WEST FARGO		ND	58078			312287	Y	0		
3743741	3743744		VASEM TRANSPORT INC	9356 LANDINGS LN UNIT 401	DES PLAINES		IL	60016			976357	Y	0		
3743742	3743745		LOHSE TRANSFER INC	620 DIVISION STREET	MAPLE LAKE		MN	55358			190754	N	0		
3743743	3743746		SHUMAN SPECIALIZED TRANSPORTATION LTD	2925 COLUMBUS AVE	SPRINGFIELD		OH	45503			500022	Y	0		
3743744	3743747		JS MORALES TRUCKING LLC	1531 WESTWIND RD	SAINT CLOUD		MN	56303				N	0		
3743745	3743748		PPC TRANSPORTATION COMPANY	110 S TEXAS STREET	PITTSBURG		TX	75686			494817	Y	0		
3743746	3743749		AMWAY TRANSPORT LLC	2100 S GREAT SOUTHWEST PARKWAY SUITE 403	GRAND PRARIE		TX	75051			777827	Y	0		
3743747	3743750		HOBBY FARMS PLUS INC	22420 CEDAR DR	BETHEL		MN	55005				Y	0		
3743748	3743751		SUPERVALU TRANSPORTATION INC	P O BOX 990	MINNEAPOLIS		MN	55440			249265	Y	0		
3743749	3743752		1ST CONCRETE	558 E VILLAR AV	SOUTH ST PAUL		MN	55011				N	0		
3739870	3739873		DANIEL K LITTLEFIELD	280 SWAN LAKE AVENUE	BELFAST		ME	04915				N	0		
3739871	3739874		WATERVILLE PUBLIC SCHOOLS	25 MESSALONSKEE AVE	WATERVILLE		ME	04901				X	0	S00000010745	ME
3739872	3739875		KIM'S GARAGE & WRECKER SERVICE	420 CHINA RD	WINSLOW		ME	04901				N	0		
3739873	3739876		UPS	55 GLENLAKE PKY NE	ATLANTA		GA	30328-3474			115495	Y	0		
3739874	3739877		HARTT TRANSPORTATION SYSTEMS INC	262 BOMARC RD	BANGOR		ME	04401			151941	Y	0		
3739876	3739879		THE EMPIRE COMPANY LLC	8181 LOGISTIC DRIVE	ZEELAND		MI	49464-9378				Y	0		
3739877	3739880		FIRST PIEDMONT CORPORATION	108 SOUTH MAIN STREET	CHATHAM		VA	24531				Y	0		
3739878	3739881		WOODFIN HEATING INC	8180 MECHANICSVILLE TURNPIKE	MECHANICSVILLE		VA	23111				N	0		
3739879	3739882		ANNADALE MILLWORK AND ALLIED SYSTEMS CORP	220 ARBOR COURT	WINCHESTER		VA	22602-4558				Y	0		
3739880	3739883		DPA TRANSPORTATION LLC	3291 SAN REMO WAY	RIVERSIDE		CA	92501			400637	Y	0		
3739881	3739884		NOTTOWAY COUNTY PUBLIC SCHOOLS	PO BOX 47	NOTTOWAY		VA	23955				X	0		
3739882	3739885		ULTRA FAST TRANSPORT LLC	1904 TRAFALGAR DR	SEVERN		MD	21144			2851	Y	0		
3739883	3739886		DILLON TRANSPORTATION LLC	974 TENNESSEE WALTZ PARKWAY	ASHLAND CITY		TN	37015			326557	Y	0		
3739884	3739887		WALSHINGHAM ACADEMY SISTERS OF MERCY	POST OFFICE BOX 8702	WILLIAMSBURG		VA	23188				X	0		
3739885	3739888		GLOBAL FREIGHT MANAGEMENT INC	1370 FURNEAUX ROAD	OLIVEHURST		CA	95961			883644	Y	0		
3739886	3739889		H & M LOGGING INC	1180 SINAI ROAD	SOUTH BOSTON		VA	24592-4407				Y	0		
3739887	3739890		COYLE TRUCKING INC	260 RT 519	EIGHTY FOUR		PA	15330			248989	Y	0		
3739888	3739891		POTOMAC DISPOSAL SERVICES OF VIRGINIA LLC	9650 HAWKINS DRIVE	MANASSAS		VA	20109-4501				Y	0		
3739889	3739892		A PERMANENT FIX LLC	1481 ARKANSAS CT	WOODBRIDGE		VA	22191			58521	Y	0		
3739890	3739893		STEVES TRUCKING CO	7511 CARRINGTON FOREST LN	MATTHEWS		NC	28105			528819	Y	0		
3739891	3739894		AMERICAN LAWN AND LANDSCAPING	330 FREEDOM BLVD	YORKTOWN		VA	23692				N	0		
3739892	3739895		ROXI LEASING CORP	445 HAROLD HUGHES DRIVE	CLINTWOOD		VA	24228			843981	Y	0		
3739893	3739896		DDI TRANSPORTATION INC	44 TURNBULL STREET	SPRINGFIELD		MA	01104			170785	Y	0		
3739894	3739897		PRABH EXPRESS INC	3130 BOWEN ISLAND STREET	W SACRAMENTO		CA	95691			25274	Y	0		
3739895	3739898		FEDEX GROUND	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
3739896	3739899		CITY OF WINCHESTER	15 N CAMERON ST	WINCHESTER		VA	22601				X	0		
3739897	3739900		CSX TRANSPORTATION INC	500 WATER ST	JACKSONVILLE		FL	32202-4423			86687	Y	0		
3739898	3739901		BULLSEYE TRUCKING INC	10831 ROYCROFT ST UNIT 20	SUN VALLEY		CA	91352			66311	Y	0		
3739899	3739902		USA PRODUCE LLC	46 CEDAR LN	STERLING		VA	20164				N	0		
3739900	3739903		BACKHOE BOBS CLEARING INC	26 ZION PARK RD	TROY		VA	22974				N	0		
3739901	3739904		ET 10 TRUCKING LLC	9022 PINEY BRANCH RD #202	SILVER SPRING		MD	20903				N	0		
3739902	3739905		CARGO TRANSPORTERS INC	3390 NORTH OXFORD ST	CLAREMONT		NC	28610-0850			161652	Y	0		
3739903	3739906		OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE		NC	27360			107478	Y	0		
3739904	3739907		HARRISON'S MOVING & STORAGE CO INC	1010 CAVALIER BLVD	CHESAPEAKE		VA	23323			143934	Y	0		
3739905	3739908		EZ LOAD TRANSPORTATION LLC	11713 LOCKART RD	PHILADELPHIA		PA	19116			930847	Y	0		
3739906	3739909		5K TRANSPORT INC	PO BOX 711	NEW KINGSTOWN		PA	17072			911063	Y	0		
3739907	3739910		FINECUTS TRUCKING INC	1674 HOLLY GROVE WAY	DURHAM		NC	27713			938429	Y	0		
3739908	3739911		SHENANDOAH GROWERS INC	3156 NORTH VALLEY PIKE	HARRISONBURG		VA	22802			50446	Y	0		
3739909	3739912		WAL-MART TRANSPORTATION LLC	311 NORTH WALTON BLVD	BENTONVILLE		AR	72716			311233	Y	0		
3739910	3739913		OLD LINE CONSTRUCTION INC	2030 POTTS POINT RD	HUNTINGTOWN		MD	20639-8202				Y	0		
3739911	3739914		NOVA SERVICES INC.	25 THOMAS AVE.	BALTIMORE		MD	21225				N	0		
3739912	3739915		R D WILLIAMS TRUCKING INC	P O BOX 1360	STUART		VA	24171			316375	Y	0		
3739913	3739916		THE CFS GROUP LLC	333 B INDUSTRIAL DRIVE	PETERSBURG		VA	23803			642074	N	0		
3739914	3739917		RIVER DOG EXPRESS LLC	8670 W UTAHNA	BOISE		ID	83714			778729	Y	0		
3739915	3739918		CENTRAL NATIONAL GOTTESMAN INC	190 MECHANIC STREET	BELLINGHAM		MA	02019			177163	Y	0		
3739916	3739919		CHESTERFIELD COUNTY PUBLIC SCHOOLS	10201 COURTHOUSE RD	CHESTERFIELD		VA	23832				X	0		
3739917	3739920		SHUMAKER TRUCKING INC	144 HOMEPLACE CT	WINCHESTER		VA	22602-4833			211331	Y	0		
3739918	3739921		LO CARRIER LLC	511 W HOGLE AVE	DELAND		FL	32720-3365			119469	Y	0		
3739919	3739922		USA TRUCK INC	3200 INDUSTRIAL PARK ROAD	VAN BUREN		AR	72956			161412	Y	0		
3739920	3739923		WATKINS SHEPARD	PO BOX 2545	GREEN BAY		WI	54306-2545			176957	Y	0		
3739921	3739924		SHINE TRANSPORTATION INC	142 MUSKET DRIVE SUITE 1	WINCHESTER		VA	22602			406845	Y	0		
3739922	3739925		TUMBLEWEED EXPRESS INC	1545 B OLD WESTMINSTER PIKE	WESTMINSTER		MD	21157			347024	Y	0		
3739923	3739926		WEISS TRUCKING INC	2833 KELLYSVILLE RD	PRINCETON		WV	24739			291603	Y	0		
3739924	3739927		J B HUNT TRANSPORT INC	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0		
3739925	3739928		POTOMAC TRUCK LEASING LLC	610 NURSERY ROAD	LINTHICUM		MD	21090				Y	0		
3739926	3739929		A & S SERVICES GROUP LLC	310 N ZARFOSS DRIVE	YORK		PA	17404			164166	Y	0		
3739927	3739930		MSD EXPRESS INC	980 LAMBERT LANE	ELGIN		IL	60120			619946	Y	0		
3739928	3739931		ALEXANDRIA CITY	301 KING STREET	ALEXNADRIA		VA	22314				X	0		
3739929	3739932		BEL GROUP TRANS INC	1333 WELLINGTON ST	PHILADELPHIA		PA	19111			878765	Y	0		
3739930	3739933		SIMPLEX LEASING INC	20812 E 550TH ST	COLONA		IL	61241			643198	Y	0		
3739931	3739934		TRANSDEV SERVICES INC	720 EAST BUTTERFIELD ROAD SUITE 300	LOMBARD		IL	60148			258542	Y	0		
3739932	3739935		GKD USA INC	825 CHESAPEAKE DRIVE	CAMBRIDGE		MD	21613				Y	0		
3739933	3739936		L L CARTER & SON INC	17460 COUNTYLINE CHURCH ROAD	RUTHER GLEN		VA	22546			287538	Y	0		
3739934	3739937		ADKINS TIMBER CO LLC	PO BOX 531	KEYSVILLE		VA	23947				N	0		
3739935	3739938		THURSTON J. POWELL	1106 BROWNS ALY	WILMINGTON		NC	28401				X	0		
3739936	3739939		EMMANUEL TRUCK EXPRESS CORPORATION	5379 JOSEPHINE LANE SW	CONCORD		NC	28027			892848	Y	0		
3739937	3739940		TRANSPORTATION DISTRICT COMM. OF HAM.	3400 VICTORIA BLVD	HAMPTON		VA	23661				X	0		
3739938	3739941		AMERICAN DISPOSAL SERVICES INC	PO BOX 1326	CENTREVILLE		VA	20122				N	0		
3739939	3739942		BMG EXPRESS LLC	200 E HOWARD AVE  SUITE 206	DES PLAINES		IL	60018			646470	Y	0		
3739940	3739943		BMK CORP	323 WILDWOOD GLN	STONE MTN		GA	30083			97780	Y	0		
3739941	3739944		WAL-MART TRANSPORTATION LLC	311 NORTH WALTON BLVD	BENTONVILLE		AR	72716			311233	Y	0		
3739942	3739945		DUNAVANT SEA LANE EXPRESS LLC	959 RIDGEWAY LOOP RD SUITE 205	MEMPHIS		TN	38120			147919	Y	0		
3739943	3739946		FIRST CHOICE EXPRESS LLC	2600 WYNBROOK DRIVE	WINSTON SALEM		NC	27103			856637	Y	0		
3739944	3739947		RELIABLE CARRIERS INC	41555 KOPPERNICK ROAD	CANTON		MI	48187-2415			172994	Y	0		
3733881	3733884		MOBILE COUNTY PUBLIC SCHOOL	3274 International dr	Mobile		AL	36606				X	0		
3733882	3733885		CRANE CARTAGE FREIGHT SERVICES	1500 RANKIN ROAD STE 400	HOUSTON		TX	77073			676488	Y	0		
3733883	3733886		ARNOLD TRANSPORTATION LLC	8900 HIGHWAY 430 SOUTH	GREENWOOD		MS	38930				X	0		
3733884	3733887		FEDEX FREIGHT	2200 FORWARD DRIVE	HARRISON		AR	72601			121805	Y	0		
3733885	3733888		R L CARRIERS	600 GILLAM ROAD	WILMINGTON		OH	45177			99074	Y	0		
3733886	3733889		J & P JOHNSON TRUCKING INC	2677 CO RD 369	CULLMAN		AL	35057				N	0		
3733887	3733890		T & D TRUCKING	69 FRIENDSHIP ROAD	BOAZ		AL	35957			838504	Y	0		
3733888	3733891		THE KAPLAN TRUCKING COMPANY	8777 ROCKSIDE ROAD	CLEVELAND		OH	44125			2304	Y	0		
3733889	3733892		SPECIALTY CHEMICAL LLC	2018 KING EDWARD AVE	CLEVELAND		TN	37311-0901				Y	0		
3733890	3733893		J&S HAULING LLC	1060 NATURE TRAIL	JACKSONVILLE		AL	36265			950194	Y	0		
3733891	3733894		MITCHELL GROCERY CORP	550 RAILROAD AVENUE	ALBERTVILLE		AL	35950-0370				Y	0		
3733892	3733895		G&O SERVICES INC	46 NORTHWOOD DR  APT 2G	JASPER		AL	35504			473112	N	0		
3733893	3733896		GREEN EARTH OPTIONS BIOFUEL OF GEORGIA LLC	703 A CORINTH ROAD	NEWNAN		GA	30263				Y	0		
3733894	3733897		DOUBLE T HAULING LLC	816 JOHNSON RD	HOGANSVILLE		GA	30230				Y	0		
3733895	3733898		BK LOGISTICS LLC	12484 ABRAMS RD APT 2422	DALLAS		TX	75243			950013	Y	0		
3733896	3733899		SOUTHEASTERN FREIGHT LINES	420 DAVEGA RD	Lexington		SC	29073				X	0		
3733897	3733900		INTERNATIONAL WINES INCORPORATED	100 GILBERT DRIVE	ALABASTER		AL	35007				Y	0		
3733898	3733901		CENTURY CONSTRUCTION GROUP INC	705 ROBERT E LEE DRIVE	TUPELO		MS	38801			828536	Y	0		
3733899	3733902		J B HUNT	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0		
3733900	3733903		MCCARTNEY CONSTRUCTION CO INC	1200 URBAN CENTER DRIVE	BIRMINGHAM		AL	35242				N	0		
3733901	3733904		DULHIZER TRUCKING LLC	6646 MAVIS DRIVE	COLUMBUS		GA	31907			841314	Y	0		
3733902	3733905		VGV SERVICES INC	205 E BUTTERFIELD RD UNIT 286	ELMHURST		IL	60126			125228	Y	0		
3733903	3733906		OASIS FREIGHT CARRIERS LLC	8325 MEDOW RD APT # 168	DALLAS		TX	75231			930347	Y	0		
3733904	3733907		INDIVIDUAL	465 BRIARWOOD RD	TYRONE		GA	30290				X	0		
3733905	3733908		ALABAMA FOUNDATION SPECIALISTS INC	2415 JORDON RD	HUNTSVILLE		AL	35811				X	0		
3733906	3733909		PALMGREN CONSTRUCTION	P O BOX 545	PELL CITY		AL	35125				X	0		
3733907	3733910		MARTIN ENVIRONMENTAL INC	419 EASTLAND ROAD	DOTHAN		AL	36303				Y	0		
3733908	3733911		HERO'S TOWING	202 SARALAND BLVD S SUIT B	SARALAND		AL	36571				X	0		
3733909	3733912		WARRIOR TRACTOR & EQUIPMENT COMPANY INC	6801 HIGHWAY 82W	NORTHPORT		AL	35476			274075	Y	0		
3733912	3733915		MASTERTECH OF ARKANSAS	561 SILVERWOOD TRAIL	NORTH LITTLE ROCK		AR	72116				N	0	S00000025793	AR
3733913	3733916		ABSOLUTE TOWING & RECOVERY LLC	P O BOX 181414	FT SMITH		AR	72918				Y	0		
3733914	3733917		MR BULT'S INC	2627 E 139TH ST	BURNHAM		IL	60633			290960	Y	0		
3733915	3733918		Mattress King	7315 ALCOA ROAD	BRYANT		AR	72022				N	0	S00000025794	AR
3733916	3733919		MATT FISHER	309 NORTH CENTERHILL ROAD	PARAGOULD		AR	72450				N	0	S00000025795	AR
3733917	3733920		MN EXPRESS INC	13520 MERRIMAN RD	LIVONIA		MI	48150			710368	Y	0		
3733918	3733921		DISCOVERY OIL CO INC	12709 CARRIAGE WAY	OKLAHOMA CITY		OK	73142				Y	0		
3733919	3733922		SCHNEIDER NATIONAL CARRIERS INC	3101 S. PACKERLAND DR.	GREEN BAY		WI	54313			133655	Y	0		
3733920	3733923		FIRST ELECTRIC COOP	P.O. BOX 5018	JACKSONVILLE		AR	72076				N	0	S00000015960	AR
3733921	3733924		FERRELLGAS L P	ONE LIBERTY PLAZA	LIBERTY		MO	64068			145095	Y	0		
3733922	3733925		PATRIOT TRUCK LINES LLC	179 AL  HIGHWAY 223	BANKS		AL	36005-2478			613919	Y	0		
3733923	3733926		PECO FOODS INC	145 2ND AVE NW	GORDO		AL	35466				Y	0		
3733924	3733927		SCHNEIDER NATIONAL BULK CARRIERS INC	3101 SOUTH PACKERLAND DRIVE	GREEN BAY		WI	54313-6187			143594	Y	0		
3733925	3733928		U S CITYLINK CORPORATION	1601 S UNION AVE MAIN BLDG	BAKERSFIELD		CA	93307			641916	Y	0		
3733926	3733929		ALEKS TRUCKING LLC	65 EMERALD WOODS DRIVE APT E5	NAPLES		FL	34108			725361	Y	0		
3733927	3733930		DURHAM SCHOOL DISTRICT	13328 HIGHWAY 18	RAYMOND		MS	39154				X	0		
3733928	3733931		BEN E KEITH FOODS BEN E KEITH BEVERAGES	601 EAST 7TH STREET	FORT WORTH		TX	76102				Y	0		
3733929	3733932		H M TRUCKING LLC	1211 HWY 82 E	INDIANOLA		MS	38751			801986	Y	0		
3733930	3733933		P&S TRANSPORTATION	1810 AVENUE C	ENSLEY		AL	35218			488790	Y	0		
3733931	3733934		H T EXPRESS INC	8718 REDDITCH DR	AVON		IN	46123			541986	Y	0		
3733932	3733935		WASTE MANAGEMENT OF MS INC	382 GALLERIA PARKWAY SUITE 107	MADISON		MS	39110				Y	0		
3733933	3733936		WASTE MANAGEMENT OF MS INC	382 GALLERIA PARKWAY SUITE 107	MADISON		MS	39110				Y	0		
3733934	3733937		BUDGET TRUCK RENTAL LLC	3301 S MERIDIAN	OKLAHOMA CITY		OK	73159				Y	0		
3733935	3733938		JONES MOTOR CO INC	654 ENTERPRISE DRIVE	LIMERICK		PA	19468			4963	Y	0		
3733936	3733939		HANSEN & ADKINS AUTO TRANSPORT INC	3552 GREEN AVENUE	LOS ALAMITOS		CA	90720			277621	Y	0		
3733937	3733940		VS FREIGHT LLC	1721 E 106TH AVE	CROWN POINT		IN	46307			107166	Y	0		
3733938	3733941		GLOBAL COMMERCE MANAGEMENT LLC	5408 1ST STREET	MERIDIAN		MS	39307			899269	Y	0		
3733939	3733942		NIGHT WOLF TRANSPORTATION INC	25332 114TH AVE SE	KENT		WA	98030			853574	Y	0		
3733940	3733943		J & K K TRUCKING	11020 ROMOLA ROAD	HERMANVILLE		MS	39086			486663	Y	0		
3733941	3733944		LARRY HAYMER	3108 OLD HWY 49	TCHULA		MS	39169				N	0		
3733942	3733945		JOE K SMITH LOGGING LLC	2214 DENNIS CROSS RD	FAYETTE		MS	39069-5187				Y	0		
3733943	3733946		HARRISON COUNTY SCHOOL DISTRICT	11072 HIGHWAY 49	GULFPORT		MS	39503				X	0		
3733944	3733947		TIMBERLAND TRUCKING OF DELHI LLC	373 ARCOLA PLANTATION ROAD	DELHI		LA	71232				Y	0		
3733945	3733948		FEDEX GROUND	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
3733946	3733949		RON'S CARPET CLEANING	62 AIRVIEW DR	GREENVILLE		SC	29607				N	0		
3733947	3733950		JORDAN CARRIERS INC	170 HWY 61 SOUTH	NATCHEZ		MS	39120			255825	Y	0		
3733948	3733951		TARGET ENERGY LLC	7228 WEST BERT KOUNS	SHREVEPORT		LA	71129			862884	Y	0		
3733949	3733952		MISSISSIPPI BAND OF CHOCTAW INDIANS	P O BOX 6277	PHILADELPHIA		MS	39350				N	0		
3733950	3733953		LARRY WINSTEAD TRUCKING	10281 HWY 427	PHILADELPHIA		MS	39350				Y	0		
3733951	3733954		PINNACLE PROPANE EXPRESS LLC	600 LAS COLINAS BLVD E SUITE 2000	IRVING		TX	75039				Y	0		
3733952	3733955		SMT TRANSPORTATION INC	2612 SPRIG DR	MARRERO		LA	70072			985564	Y	0		
3733953	3733956		BUDDY AYERS CONSTRUCTION INC	202 AYERS ROAD	CORINTH		MS	38834-9617				Y	0		
3733954	3733957		COUNTY OF ORANGE	106 E MARGARET LN	HILLSBOROUGH		NC	27278-2565				X	0		
3733955	3733958		NEW PRIME INC	2740 N MAYFAIR AVENUE	SPRINGFIELD		MO	65803			140665	Y	0		
3733956	3733959		CITY	1031 ATANDO AVE	CHARLOTTE		NC	28206-2252				X	0		
3735895	3735898		EAST BATON ROUGE PARISH SCHOOL BOARD	06013 CHOCTAW DR 02	BATON ROUGE		LA	70821				X	0		
3735896	3735899		OAKLEY TRUCKING INC	3700 LINCOLN AVENUE	NORTH LITTLE ROCK		AR	72114			156647	Y	0		
3735897	3735900		GIPSY TRANSPORTATION LLC	16378 HWY 83	LAREDO		TX	78045			954601	Y	0		
3735898	3735901		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3735899	3735902		TGS LOGISTICS LLC	6900 I-20 SERVICE ROAD	ALEDO		TX	76008			43209	Y	0		
3735900	3735903		CMC STEEL FABRICATORS INC	6565 N MACARTHUR BLVD SUITE 800	IRVING		TX	75039			598329	Y	0		
3735901	3735904		RATCLIFF CONSTRUCTION CO LLC	3900 LEE STREET	ALEXANDRIA		LA	71302				Y	0		
3735902	3735905		CITY OF ALEXANDRIA	00915 3RD ST	ALEXANDRIA		LA	71301				X	0		
3735903	3735906		BFI WASTE	12451  LEISURE ROAD	BATON ROUGE		LA	70807				N	0	S00000012525	LA
3735904	3735907		AMERIFIELD INC	3723 N MAIN ST	CLEBURNE		TX	76033			22654	Y	0		
3735905	3735908		XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR		MI	48105-2751			165377	Y	0		
3735906	3735909		AMERICAN EAGLE LOGISTICS LLC	1247 PETROLEUM PKWY	BROUSSARD		LA	70518			756945	Y	0		
3735907	3735910		CALCASIEU PARISH SCHOOL BOARD	1724 KIRKMAN STREET	LAKE CHARLES		LA	70601				X	0		
3735908	3735911		POSTAL FLEET SERVICES INC	2808 NORTH FIFTH STREET SUITE 501	SAINT AUGUSTINE		FL	32084			443711	Y	0		
3735909	3735912		DOERLE FOOD SERVICES	113 KOL DRIVE	BROUSSARD		LA	70518				Y	0		
3735911	3735914		CAT-SPEC LTD	225 SOUTH 16TH STREET	LA PORTE		TX	77571				Y	0		
3735912	3735915		FASTENAL COMPANY	2001 THEURER BLVD	WINONA		MN	55987			302998	Y	0		
3735913	3735916		QUICK SHOT TRUCKING INC	9072 WILMER GEORGETOWN RD	WILMER		AL	36587			406997	Y	0		
3735914	3735917		LAND O SKY LLC	2913 US 70 HWY	BLACK MOUNTAIN		NC	28711-0230				N	0		
3735916	3735919		THOMAS EDWARDS	20 SMOOTH ROCK TRL	ASHEVILLE		NC	28803-9514				N	0		
3794023	3794026		WARE BUTLER INC	14 NORTH ST	WATERVILLE		ME	04901-5414				N	0		
3735918	3735921		3M TRANSPORT LLC	284 SHENOSKY ROAD	PUNXSUTAWNEY		PA	15767			780497	Y	0		
3735919	3735922		EAGLE TRANSPORT CORPORATION	300 S WESLEYAN BLVD SUITE 202	ROCKY MOUNT		NC	27804			128539	Y	0		
3735920	3735923		CAROLINA SUNROCK LLC	200 HORIZON DR	RALEIGH		NC	27615				N	0		
3735921	3735924		SWTO LLC	5446 UNIVERSITY PARKWAY	WINSTON-SALEM		NC	27105			404837	Y	0		
3735922	3735925		CITY OF WILSON	1800 HERRING AVE E	WILSON		NC	27893-6727				X	0		
3735923	3735926		FEREBEE CORPORATION	P O BOX 480066	CHARLOTTE		NC	28269				Y	0		
3735924	3735927		EAST COAST TROPICALS INC	2427 OAK GROVE RD	SHELBY		NC	28150			569210	Y	0		
3735925	3735928		COMMONWEALTH HOME HEALTH CARE INC	479 PINEY FOREST ROAD	DANVILLE		VA	24540				Y	0		
3735926	3735929		REPUBLIC SERVICES OF NORTH CAROLINA LLC	18500 N ALLIED WAY	PHOENIX		AZ	85054				Y	0		
3735927	3735930		ELBERTA LOGISTICS INTERNATIONAL LLC	1121 EAST 3RD STREET	DONALSONVILLE		GA	39845			939320	Y	0		
3735928	3735931		SHRED-IT USA LLC	28161 N KEITH DRIVE	LAKE FOREST		IL	60045				Y	0		
3735929	3735932		TURNER TRANSPORTATION SPECIALISTS INC	1494 WRIGHTSBORO RD	AUGUSTA		GA	30901			141754	Y	0		
3735930	3735933		HALIFAX CO BOARD OF EDUCATION	PO BOX 468	HALIFAX		NC	27839-0468				X	0		
3735931	3735934		ANDRE O WEBB	505 N 34TH ST	CAMDEN		NJ	08105-1607				X	0		
3735932	3735935		G N LANGLEY TRUCKING COMPANY INCORPORATED	2026 LEGGETT ROAD	ROCKY MOUNT		NC	27801				N	0		
3735933	3735936		XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR		MI	48105-2751			165377	Y	0		
3735934	3735937		RESEARCH TRIANGLE REGIONAL PUBLIC TRANSP	PO BOX 13787	RTP		NC	27709-3787				X	0		
3735935	3735938		EMPIRE TRANSPORT LLC	11890 MONTANA AVE	EL PASO		TX	79936			985907	Y	0		
3735936	3735939		OVERMAN ENTERPRISE INC	202 BARNHILL RD	ELIZABETH CITY		NC	27909-7921				N	0		
3735937	3735940		NSEW CORPORATION	404 E PRESTON ST	SELMA		NC	27576			584718	Y	0		
3735938	3735941		QUALITY CARRIERS	1208 E KENNEDY BLVD SUITE 132	TAMPA		FL	33602			127840	Y	0		
3735939	3735942		FAVOURED LOGISTICS LLC	9913 US HIGHWAY 31	BERRIEN SPRGS		MI	49103			133623	Y	0		
3735940	3735943		ALL METALS TRANSPORTATION AND LOGISTICS INC	115 COASTLINE ROAD	SPARTANBURG		SC	29301			378589	Y	0		
3735941	3735944		CHARLOTTE MECKLENBURG BOARD OF EDUCATION	1600 BROOKDALE AVE	CHARLOTTE		NC	28210-5312				X	0		
3735942	3735945		JERRY MCCALL GRADING	32MAPLE ST EXT 32MAPLE ST EXT	BREVARD		NC	28712				Y	0		
3735943	3735946		MIKE ASHLEY HAULING	580 HOLLY MOUNTAIN FARM ROAD	NORTH WILKESBORO		NC	28659				Y	0		
